Goroka Airport,GKA
Yeltsovka Airport,\N
Kodinsk Airport,\N
Lake Macquarie Airport,BEO
Atlanta South Regional Airport/Tara Field,4A7
Brampton Island Airport,BMP
Endelave West Airport,\N
St. Johann In Tirol Airport,\N
Thalmässing-Waizenhofen Airport,\N
Cochrane Airport,YCN
Estadual Arthur Siqueira Airport,BJP
Busselton Regional Airport,BQB
Srednekolymsk Airport,SEK
Comarapa Airport,\N
Inverell Airport,IVR
Glen Innes Airport,GLI
Ansbach-Petersdorf Airport,\N
Immokalee Regional Airport,IMM
Maranggo Airport,\N
Rancho San Simeon Airport,\N
Yichun Mingyueshan Airport,YIC
Dinwiddie County Airport,PTB
Kasongo Airport,KGN
McMurdo Station Pegasus Field,\N
Klatovy Airport,\N
Sheboygan County Memorial Airport,SBM
Fortescue - Dave Forrest Aerodrome,KFE
Kangel Danda Airport,\N
Bajura Airport,BJU
Chara Airport,\N
Herning Airport,\N
Oberschleißheim Airfield,\N
Pinal Airpark,MZJ
Glendale Municipal Airport,GEU
Safford Regional Airport,SAD
Verden-Scharnhorst Airport,\N
Nittenau-Bruck Airport,\N
Kerama Airport,KJP
Americana Airport,\N
Ekibastuz Airport,\N
Adamovka,\N
Kvarkeno,\N
Sikeston Memorial Municipal Airport,SIK
Tetiaroa Airport,TTI
Floyd Bennett Memorial Airport,GFL
Saratoga County Airport,5B2
Crystal River Airport,CGC
Martin State Airport,MTN
Lincoln Regional Karl Harder Field,LHM
Fostoria Metropolitan Airport,FZI
Eastern Slopes Regional Airport,IZG
Coral Creek Airport,\N
Lakefront Airport,NEW
Coeur D'Alene - Pappy Boyington Field,COE
Beaumont Municipal Airport,BMT
Vermilion Regional Airport,DNV
Coonabarabran Airport,COJ
Space Coast Regional Airport,TIX
Bumi Airport,\N
Warnervale Airport,\N
Bouarfa Airport,\N
Nyeri Airport,NYE
Andrau Airpark,AAP
Flying Cloud Airport,FCM
Likoma Island Airport,LIX
Johnson County Executive Airport,OJC
Sigiriya Air Force Base,GIU
Neumünster Airport,EUM
Tak Airport,TKT
Barrie-Orillia (Lake Simcoe Regional Airport),YLK
Huronia Airport,YEE
Markham Airport,NU8
Stanhope Municipal Airport,ND4
Lindsay Airport,NF4
Niagara District Airport,YCM
Edenvale Aerodrome,\N
Orillia Airport,\N
Holland Landing Airpark,\N
Parry Sound Area Municipal Airport,YPD
Hanover / Saugeen Municipal Airport,\N
Brandywine Airport,OQN
Manassas Regional Airport/Harry P. Davis Field,MNZ
Texas Gulf Coast Regional Airport,\N
Bubovice Airport,\N
Rakkestad Astorp Airport,\N
Kastamonu Airport,KFS
Elstree Airfield,\N
Sandtoft Airfield,\N
Torit Airport,\N
Shelby County Airport,2H0
Gannan Xiahe Airport,GXH
Vängsö Airport,\N
Comiso Airport,CIY
Enumclaw Airport,\N
Markovo Airport,KVM
Seymchan Airport,\N
Zyryanka Airport,ZKP
Susuman Airport,\N
Ust-Maya Airport,UMS
Aldan Airport,ADH
Olyokminsk Airport,\N
Vitim Airport,\N
Pellworm Field,\N
Xinyuan Nalati Airport,NLT
Fontaine Airport,BOR
Fairfield County Airport,FDW
Obock Airport,OBC
Tadjoura Airport,TDJ
Santa Cruz del Quiche Airport,AQB
Norðfjörður Airport,NOR
Bursa Airport,BTZ
Skyhaven Airport,DAW
Waris Airport,WAR
Newton City-County Airport,EWK
La Ferté Alais Airfield,\N
Bairnsdale Airport,BSJ
Taszár Air Base,TZR
Fort Bridger Airport,FBR
Prosser Airport,S40
Chehalis Centralia Airport,CLS
Desert Aire Airport,M94
Evanston-Uinta County Airport-Burns Field,EVW
Sabetha Municipal Airport,K83
Mt Pleasant Regional-Faison field,LRO
Souther Field,\N
Weedon Field,EUF
Saluda County Airport,6J4
Dare County Regional Airport,MEO
Auburn Opelika Robert G. Pitts Airport,AUO
Tri Cities Airport,CZG
Bessemer Airport,EKY
Colorado Springs East Airport,A50
Crystal Airport,MIC
Clarke County Airport,23M
W H 'Bud' Barron Airport,DBN
Pukarua Airport,PUK
Kabale Airport,\N
Guatuso Airport,\N
Central Bolívar Airport,\N
Corvallis Municipal Airport,CVO
Tuzla Romania Airport,\N
El Almendro Airport,\N
San Agustin Airport,\N
Samambaia Heliport,\N
Fazenda Campo Verde Airport,\N
Prominent Hill Airport,PXH
Cowra Airport,CWT
Coral Bay Airport,\N
Ogden Hinckley Airport,OGD
Lake Country Regional Airport,W63
Robert S Kerr Airport,RKR
Colorado Plains Regional Airport,AKO
Sanderson Field,SHN
Napakiak Airport,WNA
Napaskiak Airport,PKA
Tok Airport,\N
Bedwell Harbour Seaplane Base,YBW
Popham Airport,\N
Causey Airport,2A5
Abaco I Walker C Airport,WKR
Black Point Airstrip,\N
Bartica A Airport,GFO
Doylestown Airport,DYL
Tingo Maria Airport,TGI
Plínio Alarcom Airport,TJL
Cacoal Airport,OAL
Warren Field,OCW
Hyde County Airport,7W6
Mocopulli Airport,MHC
Stillwater Regional Airport,\N
Okmulgee Regional Airport,\N
Cushing Municipal Airport,\N
Clinton Sherman Airport,\N
Strother Field,\N
Wiley Post Airport,\N
Shreveport Downtown Airport,\N
Stephenville Clark Regional Airport,\N
Perry Municipal Airport,\N
Hamilton Municipal Airport,\N
Ada Municipal Airport,\N
Mesquite Metro Airport,\N
Denton Municipal Airport,\N
Austin Executive Airport,\N
Lago Vista Tx Rusty Allen Airport,\N
Brenham Municipal Airport,\N
Lakeway Airpark,\N
Iraan Municipal Airport,\N
Kestrel Airpark,\N
Elliot Lake Municipal Airport,YEL
Wilkes County Airport,UKF
Charleston Executive Airport,JZI
Danville Regional Airport,DAN
Brookneal/Campbell County Airport,0V4
Yerbogachen Airport,ERG
Cheraw Municipal Airport/Lynch Bellinger Field,CQW
Wauchula Municipal Airport,\N
Lilydale Airport,\N
Beni Mellal Airport,BEM
Şırnak Şerafettin Elçi Airport,NKT
Suntar Airport,SUY
Tazadit Airport,OUZ
Asaba International Airport,\N
Akwa Ibom International Airport,QUO
Kasama Airport,KAA
Mbeya Airport,MBI
Mpanda Airport,\N
Songea Airport,SGX
Morogoro Airport,\N
Anshan Air Base,AOG
Zunyi Xinzhou Airport,ZYI
Conway Horry County Airport,HYW
Lindu Airport,LDS
Anshun Huangguoshu Airport,AVA
Sikasso Airport,KSS
Brisbane West Wellcamp Airport,WTB
Tonghua Sanyuanpu Airport,TNH
Suzhou Guangfu Airport,SZV
City Airport Manchester,\N
Sleap Airport,\N
Tatenhill Airfield,\N
Full Sutton Airfield,\N
Sherburn-In-Elmet Airfield,\N
Beringin Airport,\N
Mulia Airport,LII
Stenkol Airport,NTI
Wasior Airport,WSR
Silangit Airport,DTB
Lasikin Airport,SSV
Seunagan Airport,MEQ
Betoambari Airport,BUW
Kao Airport,KAZ
Melangguane Airport,MNA
Sanggata/Sangkimah Airport,SGQ
Muara Bungo Airport,\N
Selayar/Aroepala Airport,\N
Illaga Airport,\N
Oksibil Airport,OKL
Kokonau Airport,KOX
Clermont Airport,CMQ
Warrnambool Airport,WMB
Richmond Airport,RCM
RAAF Base Curtin,DCN
Kualanamu International Airport,KNO
Gratiot Community Airport,\N
Asheboro Regional Airport,HBI
Seosan Air Base,\N
Henderson Field,\N
Emporia Greensville Regional Airport,EMV
El Monte Airport,EMT
Farah Airport,FAH
Pasighat Airport,IXT
Kee Field,I16
Kramatorsk Airport,KRQ
Kautokeino Air Base,\N
Lille/Marcq-en-Baroeul Airport,\N
Kawass Airport,\N
Stinson Municipal Airport,SSF
Sallisaw Municipal Airport,JSV
Jasper County Airport-Bell Field,JAS
El Dorado Springs Memorial Airport,87K
Marfa Municipal Airport,MRF
Alpine Casparis Municipal Airport,E38
Bubaque Airport,BQE
Chichen Itza International Airport,CZA
Bunbury Airport,BUY
Cable Airport,CCB
Mount Sterling Montgomery County Airport,IOB
Elkhart Municipal Airport,EKI
Nappanee Municipal Airport,C03
Jim Hamilton L.B. Owens Airport,CUB
Grove Municipal Airport,GMJ
Mc Pherson Airport,MPR
Donaldson Center Airport,GYH
Perry Houston County Airport,PXE
Hartsville Regional Airport,HVS
Horace Williams Airport,IGX
San Cristobal de las Casas Airport,SZT
Dunnville Airport,DU9
Brunswick County Airport,SUT
Chesterfield County Airport,FCI
Atherton Airport,\N
Bagdarin Airport,\N
Scarlett Martinez International Airport,\N
Henderson Oxford Airport,HNZ
Leesburg International Airport,LEE
Semyazino Airport,\N
Witberg Tswalu Airport,\N
Mana Pools Airport,\N
Pouso Alegre Airport,PPY
Brigadeiro Cabral Airport,DIQ
Yeysk Airport,\N
Berdyansk Airport,ERD
Erenhot Saiwusu International Airport,ERL
Shobdon Aerodrome,\N
Chino Airport,CNO
Kamigoto Airport,\N
Ojika Airport,\N
Chofu Airport,\N
Hateruma Airport,HTR
Madison County Airport,UYF
Las Brujas Airport,BWW
Digby (General Hospital) Heliport,\N
Thun Airport,\N
Lavrentiya Airport,\N
Paso Robles Municipal Airport,PRB
N 104 Helipad,\N
Kymi Airport,\N
Half Moon Bay Airport,HAF
Hechi Jinchengjiang Airport,HCJ
Kadina Airport,\N
General WM J Fox Airfield,WJF
Coondewanna Airport,CJF
Guarapari Airport,GUZ
Ubatuba Airport,UBT
Ali Air Base,\N
Ota Air Base,\N
Borroloola Airport,BOX
Elsenthal Grafe Airport,\N
Newtownards Airport,\N
Lashenden (Headcorn) Airfield,\N
Panshanger Aerodrome,\N
Thurrock Airfield,\N
Stapleford Aerodrome,\N
HAL Airport,\N
Chichester/Goodwood Airport,\N
Omarama Glider Airport,\N
Haast Aerodrome,\N
Meschede-Schüren Airport,\N
Morro da Urca Heliport,\N
Dongji Aiport,FYJ
Skúvoy Heliport,\N
Stóra Dímun Heliport,\N
Frooba Heliport,\N
Person County Airport,TDF
Zulu Inyala Airport,PZL
Kaili Airport,KJH
Shennongjia Hongping Airport,HPG
Arxan Yi'ershi Airport,YIE
Hengyang Nanyue Airport,HNY
Wonsan Kalma International Airport,WOS
Mestia Queen Tamar Airport,\N
Magas Airport,IGT
Talladega Municipal Airport,ASN
Greenville Downtown Airport,GMU
Mankato Regional Airport,MKT
Captain Auguste George Airport,NGD
Troy Municipal Airport,TOI
Merkel Field Sylacauga Municipal Airport,SCD
Enterprise Municipal Airport,EDN
Ryan Field,\N
Thomas C Russell Field,ALX
Port Keats Airport,PKT
Garden Point Airport,GPN
Stade Airport,\N
Meriden Markham Municipal Airport,\N
Flinders Island Airport,\N
Luzern-Beromunster Airport,\N
La Grand'combe Airport,\N
Fort Mackay / Horizon Airport,HZP
Canmore Municipal Heliport,\N
Krasnokamensk Airport,\N
Ridgely Airpark,\N
New Castle Henry Co. Municipal Airport,UWL
Scott City Municipal Airport,TQK
Brewster Field,HDE
Pratt Regional Airport,PTT
Yubileyniy Airfield,\N
Wahoo Municipal Airport,AHQ
Jim Kelly Field,LXN
Sublette Municipal Airport,19S
Council Bluffs Municipal Airport,CBF
Kokomo Municipal Airport,OKK
Neodesha Municipal Airport,2K7
King Ranch Airport,\N
Elkhart Morton County Airport,EHA
Front Range Airport,FTG
Galesburg Municipal Airport,GBG
Guymon Municipal Airport,GUY
Meade Municipal Airport,MEJ
Turkey Mountain Estates Airport,\N
Ulysses Airport,ULS
Flagler Aerial Spraying Inc Airport,\N
Independence Municipal Airport,IDP
Augusta Municipal Airport,3AU
Larned Pawnee County Airport,LQR
Lampasas Airport,LZZ
Bay City Municipal Airport,BYY
Cox Field,PRX
Coffeyville Municipal Airport,CFV
The Farm Airport,\N
Greeley–Weld County Airport,GXY
General Dewitt Spain Airport,\N
Oryol Yuzhny Airport,OEL
Fremont Municipal Airport,FET
La Grande/Union County Airport,LGD
Szczytno-Szymany International Airport,SZY
Pocono Mountains Municipal Airport,MPO
Quakertown Airport,UKT
Banff Airport,YBA
Banning Municipal Airport,BNG
Gießen-Lützellinden Airport,\N
Tököl Airport,\N
Karl Stefan Memorial Airport,OFK
Kotido Airport,\N
Kajjansi Airfield,\N
Arlington Municipal Airport,AWO
Paracatu Airport,\N
Conselheiro Lafaiete Airport,\N
Janaúba Airport,\N
Juscelino Kubitscheck Airport,TFL
Cristiano Ferreira Varella Airport,\N
Peter O Knight Airport,TPF
Lure Malbouhans Air Base,\N
Parati Airport,\N
Umberto Modiano Airport,BZC
Angra dos Reis Airport,\N
Itaperuna Airport,ITP
Maricá Airport,\N
Resende Airport,\N
Saquarema Airport,\N
Drumheller Municipal Airport,\N
Mwene-Ditu Airport,\N
Tunta Airport,KBN
Ikela Airport,IKL
Aripuanã Airport,AIR
Juruena Airport,JRN
Juína Airport,JIA
Vila Rica Airport,VLP
Inácio Luís do Nascimento Airport,JUA
Cáceres Airport,CCX
Posto Leonardo Vilas Boas Airport,\N
Tangará da Serra Airport,\N
Canarana Airport,\N
Vila Bela da Santíssima Trindade Airport,\N
Bumbar Airport,BMB
Sobral Airport,QBX
Arapiraca Airport,APQ
Cangapara Airport,FLB
Picos Airport,PCS
Beni Airport,BNC
Boende Airport,BNB
Montauk Airport,MTP
Porter County Municipal Airport,VPZ
Dharavandhoo Airport,DRV
Saumlaki/Olilit Airport,SXK
Cerro Largo International Airport,MLZ
Tydeo Larre Borges Airport,PDU
Artigas International Airport,ATI
Murray Bridge Airport,\N
Horsham Airport,HSM
Swan Hill Airport,SWH
Turtle Island Seaplane Base,TTL
Dewadaru - Kemujan Island,KWB
Kongolo Airport,KOO
Attopeu Airport,AOU
Kahemba Airport,\N
Francisco de Miranda Airport,N/A
São Miguel do Oeste Airport,SQX
Mason County Airport,LDM
Reid-Hillview Airport of Santa Clara County,RHV
Sohar Airport,OHS
Sahiwal Airport,RZS
Thamkharka Airport,\N
Thimarafushi Airport,TMF
Ifuru Airport,IFU
Kieta Airport,KIE
Hakkari Yüksekova Airport,YKO
Jelenia Góra Glider Airport,\N
Bathpalathang Airport,BUT
Sultan Bantilan Airport,TLI
Vuktyl Airport,\N
Berezniki Airport,\N
San Sebastián Airport,\N
Tolwin Observatory Airport,\N
Tarko-Sale Airport,TQL
Camarillo Airport,\N
Leopoldsburg Airfield,\N
Omtepe Airport,\N
Alashankou Bole (Bortala) airport,BPL
Achinsk Airport,ACS
Hinton/Jasper-Hinton Airport,\N
Watsonville Municipal Airport,WVI
Gelephu Airport,GLU
Williamsburg Jamestown Airport,JGG
Dulkaninna Airport,DLK
William Creek Airport,\N
Kenora Seaplane Base,\N
Siquijor Airport,\N
Opapimiskan Lake Airport,KM8
Taroom Airport,XTO
Gelnhausen Airport,\N
Ærø Airport,\N
Lauterbach Airport,\N
Aschaffenburg Airport,\N
Squamish Airport,YSE
Reichelsheim Airport,\N
Marburg-Schönstadt Airport,\N
Lauenbrück Airport,\N
Hüttenbusch Airport,\N
Vrsar Crljenka Airport,\N
Union County Airport,MRT
La Grande-4 Airport,YAH
Alert Bay Airport,YAL
Liverpool South Shore Regional Airport,
Nipawin Airport,YBU
James T. Field Memorial Aerodrome,YCE
Blue River Airport,YCP
Chetwynd Airport,YCQ
Ross River Airport,XRR
Dolbeau St Felicien Airport,YDO
Amos Magny Airport,YEY
Goderich Airport,YGD
Hope Airport,YHE
Haines Junction Airport,YHT
Digby / Annapolis Regional Airport,YDG
Fort Liard Airport,YJF
Key Lake Airport,YKJ
Leaf Rapids Airport,YLR
Matane Airport,YME
Charlevoix Airport,YML
Nejanilini Lake Airport,\N
Owen Sound / Billy Bishop Regional Airport,YOS
Port Hawkesbury Airport,YPS
St Thomas Municipal Airport,YQS
Ottawa / Rockcliffe Airport,YRO
Ottawa / Carp Airport,YRP
Smiths Falls-Montague (Russ Beach) Airport,YSH
St Leonard Airport,YSL
Virden/R.J. (Bob) Andrew Field Regional Aerodrome,YVD
Vernon Airport,YVE
Beaver Creek Airport,YXQ
Salmon Arm Airport,YSN
Kelsey Airport,KES
Pukatawagan Airport,XPK
Grand Forks Airport,ZGF
Jenpeg Airport,ZJG
Thicket Portage Airport,YTD
Pikwitonei Airport,PIW
Poplar River Airport,XPP
Pincher Creek Airport,WPC
Stewart Airport,ZST
Ignace Municipal Airport,ZUC
Neubrandenburg Airport,FNB
Airport Bamberg-Breitenau,\N
Zerbst Airport,\N
RAF Spadeadam,\N
RAF Kinloss,FSS
Biała Podlaska Airfield,BXP
Cewice Military Airport,\N
Deblin Military Air Base,\N
Leczyca Military Air Base,\N
Minsk Mazowiecki Military Air Base,\N
Powidz Military Air Base,\N
Tomaszow Mazowiecki Military Air Base,\N
Björkvik Air Base,\N
Ljungbyhed Airport,\N
Daugavpils Intrenational Airport,DGP
Jēkabpils Air Base,\N
Jūrmala Airport,\N
Kėdainiai Air Base,\N
Lime Acres Finsch Mine Airport,LMR
Sua Pan Airport,SXN
Lusaka City Airport,\N
Sumbe Airport,NDD
Mangochi Airport,MAI
Arandis Airport,ADI
Mariental Airport,\N
Almaza Air Force Base,\N
Beni Suef Air Base,\N
Jiyanklis Air Base,\N
Merowe New Airport,MWE
St Louis Regional Airport,ALN
Chandler Field,AXN
Columbus Municipal Airport,CLU
Curtis Field,BBD
Eastern Sierra Regional Airport,BIH
Baker City Municipal Airport,BKE
Miley Memorial Field,BPI
Ozark Regional Airport,WMH
W K Kellogg Airport,BTL
Burley Municipal Airport,BYI
Northeast Iowa Regional Airport,CCY
Chanute Martin Johnson Airport,CNU
Jacksonville Executive at Craig Airport,CRG
Crossville Memorial Whitson Field,CSV
Davison Army Air Field,DAA
Barstow Daggett Airport,DAG
Deming Municipal Airport,DMN
Desert Rock Airport,DRA
Needles Airport,EED
Duke Field,EGI
Murray Field,EKA
San Marcos Municipal Airport,HYI
Sawyer County Airport,HYR
Kimble County Airport,JCT
Monticello Municipal Ellis Field,LLQ
Derby Field,LOL
Mobridge Municipal Airport,MBG
Mc Comb/Pike County Airport/John E Lewis Field,MCB
Southern Illinois Airport,MDH
Mc Entire Joint National Guard Base,MMT
Brunswick Executive Airport,NHZ
Naval Station Mayport (Admiral David L. Mcdonald Field),NRB
Orangeburg Municipal Airport,OGB
Columbus Municipal Airport,OLU
Ottumwa Regional Airport,OTM
Cairns AAF (Fort Rucker) Air Field,OZR
Ralph Wenz Field,PWY
Dutchess County Airport,POU
New Richmond Regional Airport,RNH
Russell Municipal Airport,RSL
Redwood Falls Municipal Airport,RWF
Salinas Municipal Airport,SNS
Sonora Municipal Airport,SOA
Saline County Regional Airport,SUZ
Tonopah Airport,TPH
Aurora State Airport,UAO
Ukiah Municipal Airport,UKI
University Oxford Airport,UOX
Huntsville Regional Airport,HTV
Miller Field,VTN
Winnemucca Municipal Airport,WMC
West Woodward Airport,WWR
Cape Canaveral AFS Skid Strip,XMR
Homey (Area 51) Airport,\N
Zanesville Municipal Airport,ZZV
Gjadër Air Base,\N
Kukës Airport,\N
Kuçovë Air Base,\N
Vlorë Air Base,\N
Uzundzhovo Air Base,\N
Gabrovnitsa Air Base,\N
Graf Ignatievo Air Base,\N
Dolna Mitropoliya Air Base,\N
Balchik Air Base,\N
Cuatro Vientos Airport,ECV
Castellón-Costa Azahar Airport,CDT
Teruel Airport,TEV
Blois-Le Breuil Airport,\N
Trento-Mattarello Airport,TN0
Alessandria Airport,\N
Biella-Cerrione Airport,\N
Vercelli Airport,\N
Casale Monferrato Airport,\N
Varese-Venegono Airport,\N
Novi Ligure Airport,\N
Sarzana-Luni Air Base,QLP
Câmpia Turzii Air Base,\N
Mărculeşti International Airport,\N
Cahul International Airport,\N
Tiraspol Airport,\N
Batajnica Air Base,BJY
Rubelsanto Airport,RUV
Coronel Enrique Soto Cano Air Base,XPL
Upala Airport,UPL
San Nicolas De Bari Airport,QSN
San Julian Air Base,SNJ
Dawadmi Domestic Airport,\N
King Khaled Air Base,KMX
Riyadh Air Base,XXN
Jam Airport,KNR
Hamadan Air Base,\N
Payam International Airport,PYK
Ahmed Al Jaber Air Base,XIJ
Rayak Air Base,\N
Mirpur Khas Air Base,MPD
Minhas Air Base,ATG
Rafiqui Air Base,\N
Faisal Air Base,\N
Mushaf Air Base,SGI
Qayyarah West Airport,RQW
Al Sahra Army Air Field,\N
Tall Afar Army Air Field,\N
Al Taji Army Air Field,\N
Ubaydah Bin Al Jarrah Airport,\N
Nenana Municipal Airport,ENN
Wasilla Airport,WWA
Gangshan Air Force Base,\N
Asahikawa Airport,\N
Utsunomiya Airport,QUT
Jungwon Air Base,\N
Ie Jima Airport,IEJ
Allah Valley Airport,AAV
Bislig Airport,BPH
Mati National Airport,MXI
Presidente Néstor Kirchner Regionsl Airport,VMR
Chafei Amsei Airport,BAT
Base de Aviação de Taubaté Airport,QHP
Barriles Airport,TOQ
Cochrane Airport,LGR
Chañaral Airport,CNR
Panguilemo Airport,TLX
Victoria Airport,ZIC
Las Breas Airport,TTC
Gomez Nino Apiay Air Base,API
Coveñas Airport,CVE
German Olano Air Base,PAL
Paz De Ariporo Airport,PZA
Tunja Airport,\N
Tres Esquinas Air Base,TQS
Marandúa Air Base,MQZ
Juan Simons Vela Airport,RIJ
Shumba Airport,JAE
Metropolitano Airport,\N
Issyk-Kul International Airport,IKU
Kant Air Base,\N
Ayaguz Airport,\N
Chelkar Airport,\N
Kyzyl-Syr Airport,\N
Vilyuisk Airport,VYI
Belaya Gora Airport,\N
Dzhermuk Airport,\N
Kamenny Ruchey Naval Air Base,\N
Maygatka Airport.,GVN
Omsukchan Airport,\N
Chaybukha Airport,\N
Keperveem Airport,\N
Magadan-13 Airport,\N
Nikolayevsk-na-Amure Airport,NLI
Palana Airport,\N
Zheleznogorsk Airport,\N
Gvardeyskoe Air Base,\N
Saki Air Base,\N
Dzhankoy Airport,\N
Ozerne Air Base,\N
Severomorsk-1 Naval Air Base,\N
Pushkin Airport,\N
Siversky Air Base,\N
Staraya Russa Airport,\N
Peski Airport,\N
Baranavichi Air Base,\N
Babruisk Air Base,\N
Severo-Eniseysk Airport,\N
Sharypovo Airport,\N
Omsk Severny Airport,\N
Nagurskoye,\N
Svetlogorsk Airport,\N
Valek Airport,\N
Khanskaya Airport,\N
Dudinka Airport,\N
Volgodonsk Airport,VLK
Tashkent East Airport,\N
Myachkovo Airport,\N
Tretyakovo Airport,\N
Yermolino Airport,\N
Inta Airport,INA
Izhma Airport,\N
Borisoglebskoye Airport,\N
Zhigansk Airport,ZIX
Maksimovka Airport,\N
Buguruslan Severny Airport,\N
Bezymyanka Airfield,\N
Ratnagiri Airport,RTC
Hingurakgoda Air Force Base,HIM
Kazi Nazrul Islam Airport,RDP
Sri Sathya Sai Airport,PUT
Meiktila Air Base,\N
Changi Air Base (East),\N
Soltsy-2 Air Base,\N
Severomorsk-3 Naval Air Base,\N
Fedotovo Naval Air Base,\N
Lebyazhye Air Base,\N
Smolensk North Airport,\N
Rtishchevo Air Base,\N
Alpha Airport,ABH
Ararat Airport,ARY
Benalla Airport,BLN
Balranald Airport,BZD
Brewarrina Airport,BWQ
Cleve Airport,CVC
Corowa Airport,CWW
Corryong Airport,CYG
Cootamundra Airport,CMD
Dirranbandi Airport,DRN
Deniliquin Airport,DNQ
Dysart Airport,DYA
Echuca Airport,ECH
Forbes Airport,FRB
Gunnedah Airport,GUH
Hay Airport,HXX
Hopetoun Airport,HTU
Kerang Airport,KRA
Kempsey Airport,KPS
Kingaroy Airport,KGY
Latrobe Valley Airport,TGN
Mareeba Airport,MRG
Ngukurr Airport,RPM
Narromine Airport,QRM
Port Pirie Airport,PPI
Smithton Airport,SIO
Snake Bay Airport,SNB
Stawell Airport,SWC
Tibooburra Airport,TYB
Tumut Airport,TUM
Wangaratta Airport,WGT
Warracknabeal Airport,WKB
Warren Airport,QRR
West Sale Airport,SXE
West Wyalong Airport,WWY
Young Airport,NGA
